model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 X1,2016,22487,Semi-Auto,48697,Diesel,125,57.6,2.0
 X1,2018,22094,Semi-Auto,17276,Petrol,150,46.3,1.5
 X1,2017,23394,Manual,23692,Diesel,125,58.9,2.0
 5 Series,2017,28597,Semi-Auto,25260,Diesel,145,60.1,2.0
 X1,2017,21707,Semi-Auto,25291,Diesel,30,65.7,2.0
 1 Series,2015,15987,Semi-Auto,37634,Diesel,30,64.2,2.0
 1 Series,2017,17937,Manual,34446,Diesel,145,65.7,2.0
 1 Series,2018,18200,Manual,19995,Petrol,145,37.7,1.5
 4 Series,2018,31200,Manual,24848,Petrol,145,36.7,3.0
 M4,2020,65000,Semi-Auto,700,Petrol,145,34.0,3.0
 4 Series,2018,27950,Semi-Auto,4038,Petrol,150,45.6,2.0
 3 Series,2016,28600,Semi-Auto,31250,Diesel,165,51.4,3.0
 5 Series,2015,20800,Semi-Auto,64194,Diesel,165,51.4,3.0
 3 Series,2015,24050,Semi-Auto,38218,Diesel,165,51.4,3.0
 3 Series,2019,36400,Automatic,6148,Diesel,145,52.3,2.0
 3 Series,2018,35100,Automatic,13430,Diesel,145,49.6,3.0
 X3,2015,22100,Semi-Auto,35500,Diesel,200,47.9,3.0
 X3,2014,18844,Semi-Auto,56787,Diesel,150,54.3,2.0
 1 Series,2016,21060,Semi-Auto,13369,Diesel,20,68.9,1.5
 2 Series,2018,24700,Semi-Auto,3764,Petrol,145,53.3,1.5
 4 Series,2017,22744,Manual,13471,Petrol,145,46.3,2.0
 i8,2016,63697,Automatic,10087,Hybrid,0,134.5,1.5
 X4,2018,46800,Semi-Auto,5000,Diesel,145,40.4,3.0
 M4,2020,55900,Semi-Auto,40,Petrol,145,34.0,3.0
 3 Series,2020,52000,Semi-Auto,2000,Diesel,145,47.9,3.0
 7 Series,2019,63700,Semi-Auto,7970,Diesel,145,44.8,3.0
 M2,2016,40300,Semi-Auto,14712,Petrol,260,35.8,3.0
 X7,2019,87100,Semi-Auto,4900,Diesel,145,33.6,3.0
 5 Series,2018,39650,Semi-Auto,9671,Petrol,145,39.2,3.0
 2 Series,2019,27950,Semi-Auto,2070,Petrol,145,40.9,1.5
 3 Series,2016,25350,Semi-Auto,49104,Diesel,160,51.4,3.0
 1 Series,2016,24700,Semi-Auto,42792,Petrol,200,39.8,3.0
 2 Series,2019,39000,Semi-Auto,5555,Petrol,145,38.2,3.0
 5 Series,2019,55250,Semi-Auto,3555,Diesel,145,51.4,3.0
 3 Series,2016,29250,Semi-Auto,16890,Diesel,160,51.4,3.0
 2 Series,2020,46800,Semi-Auto,5550,Petrol,145,36.2,2.0
 3 Series,2018,32500,Semi-Auto,23555,Diesel,145,49.6,3.0
 2 Series,2018,19497,Manual,2683,Petrol,145,44.1,1.5
 X1,2017,22097,Semi-Auto,46622,Diesel,125,57.6,2.0
 3 Series,2016,17287,Semi-Auto,46392,Diesel,0,74.3,2.0
 3 Series,2013,15987,Semi-Auto,73845,Diesel,145,54.3,3.0
 5 Series,2018,31197,Semi-Auto,14052,Diesel,145,62.8,2.0
 3 Series,2019,34447,Semi-Auto,21165,Diesel,145,48.7,2.0
 4 Series,2019,28597,Semi-Auto,19856,Diesel,145,65.7,2.0
 3 Series,2019,30287,Semi-Auto,11974,Diesel,145,54.3,2.0
 1 Series,2015,17550,Manual,31652,Diesel,30,62.8,2.0
 2 Series,2018,22750,Automatic,6079,Diesel,145,51.4,2.0
 1 Series,2019,21580,Manual,7000,Diesel,145,68.9,2.0
 2 Series,2016,21385,Semi-Auto,10250,Diesel,30,62.8,2.0
 X5,2019,63700,Semi-Auto,4860,Diesel,145,37.7,3.0
 X1,2019,33150,Automatic,2984,Diesel,145,60.1,2.0
 3 Series,2016,18200,Manual,30679,Diesel,125,62.8,2.0
 6 Series,2017,35750,Semi-Auto,21083,Diesel,145,51.4,3.0
 1 Series,2017,17550,Manual,16423,Diesel,150,72.4,1.5
 4 Series,2019,32500,Manual,4000,Diesel,150,55.4,2.0
 3 Series,2019,41600,Semi-Auto,15114,Diesel,150,49.6,3.0
 5 Series,2017,39000,Semi-Auto,9750,Diesel,150,56.5,3.0
 5 Series,2017,28470,Semi-Auto,38649,Diesel,145,65.7,2.0
 3 Series,2019,45370,Semi-Auto,4600,Diesel,145,49.6,2.0
 1 Series,2019,29510,Semi-Auto,14822,Diesel,145,60.1,2.0
 X2,2018,31070,Semi-Auto,12887,Diesel,145,61.4,2.0
 4 Series,2019,35685,Semi-Auto,8142,Diesel,145,52.3,3.0
 X5,2019,60580,Semi-Auto,9584,Diesel,145,37.7,3.0
 4 Series,2019,34840,Semi-Auto,7667,Diesel,145,58.9,2.0
 1 Series,2015,21385,Semi-Auto,25499,Diesel,125,60.1,2.0
 X1,2019,32500,Manual,3715,Diesel,145,68.9,2.0
 X2,2019,35100,Automatic,49,Diesel,145,50.4,2.0
 3 Series,2019,41600,Automatic,5557,Diesel,145,49.6,2.0
 2 Series,2019,27300,Semi-Auto,2380,Petrol,145,40.9,1.5
 2 Series,2019,27300,Manual,3078,Petrol,145,39.8,1.5
 2 Series,2019,27300,Manual,1251,Petrol,145,42.8,1.5
 2 Series,2019,30550,Semi-Auto,2664,Petrol,145,50.4,2.0
 2 Series,2019,26650,Manual,1612,Petrol,145,42.8,1.5
 4 Series,2018,26650,Semi-Auto,6668,Diesel,145,65.7,2.0
 2 Series,2019,26650,Automatic,6679,Petrol,145,47.9,2.0
 2 Series,2019,26650,Automatic,1689,Petrol,145,50.4,2.0
 5 Series,2017,32497,Semi-Auto,24769,Diesel,145,60.1,3.0
 4 Series,2018,27287,Semi-Auto,26706,Diesel,150,58.9,2.0
 X3,2016,24687,Semi-Auto,12996,Diesel,150,54.3,2.0
 2 Series,2019,25350,Manual,1501,Petrol,145,42.8,1.5
 2 Series,2019,30550,Semi-Auto,2164,Diesel,145,49.6,2.0
 M4,2020,62400,Semi-Auto,30,Petrol,145,34.0,3.0
 5 Series,2019,38350,Automatic,3388,Diesel,145,60.1,3.0
 2 Series,2015,15600,Manual,28410,Petrol,30,57.6,1.5
 2 Series,2019,31200,Automatic,477,Petrol,145,47.9,2.0
 5 Series,2019,39000,Automatic,10654,Diesel,145,60.1,2.0
 X2,2019,37700,Automatic,2472,Diesel,145,48.7,2.0
 4 Series,2019,33085,Semi-Auto,1000,Diesel,150,60.1,2.0
 X2,2018,31837,Semi-Auto,7100,Diesel,150,61.4,2.0
 X1,2014,16237,Semi-Auto,49400,Diesel,165,51.4,2.0
 2 Series,2019,25675,Semi-Auto,9014,Diesel,145,49.6,2.0
 5 Series,2017,28470,Semi-Auto,23291,Diesel,145,65.7,2.0
 X1,2018,27950,Semi-Auto,12710,Petrol,145,44.8,2.0
 3 Series,2018,35750,Semi-Auto,9329,Diesel,145,51.4,3.0
 X5,2018,45183,Automatic,20630,Diesel,145,47.1,3.0
 1 Series,2017,27968,Semi-Auto,15907,Petrol,150,39.8,3.0
 X1,2016,24697,Semi-Auto,24347,Diesel,150,55.4,2.0
 1 Series,2019,28600,Manual,2574,Petrol,145,44.1,1.5
 1 Series,2019,27300,Manual,1906,Petrol,145,44.1,1.5
 3 Series,2019,40300,Semi-Auto,1397,Diesel,145,50.4,2.0
 X5,2014,32500,Automatic,38389,Diesel,200,47.1,3.0
 5 Series,2018,30550,Semi-Auto,23650,Diesel,145,53.3,3.0
 1 Series,2013,13650,Manual,48255,Diesel,30,62.8,2.0
 3 Series,2013,19500,Semi-Auto,21940,Diesel,125,58.9,2.0
 X4,2020,55900,Semi-Auto,857,Diesel,145,40.9,3.0
 3 Series,2018,23397,Semi-Auto,19950,Diesel,145,65.7,2.0
 1 Series,2016,20147,Semi-Auto,15621,Diesel,30,65.7,2.0
 1 Series,2019,38217,Semi-Auto,9983,Petrol,145,39.8,3.0
 3 Series,2013,13546,Manual,53352,Petrol,200,43.5,2.0
 2 Series,2016,23397,Semi-Auto,28099,Diesel,145,55.4,2.0
 X1,2016,24697,Semi-Auto,20874,Diesel,150,55.4,2.0
 1 Series,2016,18717,Semi-Auto,21037,Diesel,20,68.9,1.5
 1 Series,2017,24697,Manual,17888,Petrol,260,36.2,3.0
 5 Series,2019,34447,Semi-Auto,16466,Diesel,145,60.1,2.0
 3 Series,2015,16897,Semi-Auto,25243,Diesel,30,62.8,2.0
 X1,2016,20797,Manual,45484,Diesel,125,58.9,2.0
 3 Series,2019,36397,Semi-Auto,9624,Diesel,150,52.3,2.0
 1 Series,2016,19497,Manual,23879,Diesel,30,62.8,2.0
 X1,2017,25997,Semi-Auto,17922,Diesel,145,55.4,2.0
 1 Series,2015,18197,Semi-Auto,38279,Diesel,125,60.1,2.0
 3 Series,2015,15597,Manual,40325,Petrol,125,52.3,1.5
 5 Series,2017,27947,Semi-Auto,34296,Diesel,145,65.7,2.0
 3 Series,2017,25607,Semi-Auto,44075,Diesel,145,51.4,3.0
 3 Series,2017,27947,Semi-Auto,13102,Diesel,145,51.4,3.0
 3 Series,2016,15597,Manual,49669,Diesel,30,67.3,2.0
 3 Series,2017,26647,Semi-Auto,7926,Diesel,145,56.5,3.0
 3 Series,2017,23787,Semi-Auto,33384,Hybrid,0,134.5,2.0
 3 Series,2016,18197,Semi-Auto,38417,Diesel,30,67.3,2.0
 1 Series,2019,25087,Semi-Auto,10040,Diesel,145,67.3,2.0
 3 Series,2019,34447,Semi-Auto,13579,Diesel,145,48.7,2.0
 3 Series,2013,14297,Semi-Auto,74712,Petrol,205,42.8,2.0
 3 Series,2013,14297,Manual,72315,Diesel,30,61.4,2.0
 3 Series,2013,14297,Manual,44602,Diesel,30,61.4,2.0
 X5,2013,21447,Automatic,56003,Diesel,300,38.2,3.0
 5 Series,2015,17547,Semi-Auto,88333,Diesel,30,62.8,2.0
 1 Series,2019,28597,Semi-Auto,4061,Petrol,145,54.3,1.5
 2 Series,2017,23397,Semi-Auto,27997,Diesel,145,57.6,2.0
 1 Series,2013,10397,Manual,74772,Diesel,30,65.7,2.0
 X5,2019,59794,Semi-Auto,16644,Diesel,150,37.7,3.0
 X1,2016,25347,Semi-Auto,19850,Diesel,145,55.4,2.0
 4 Series,2018,27947,Semi-Auto,8441,Petrol,150,48.7,2.0
 1 Series,2013,10787,Manual,60741,Diesel,30,65.7,2.0
 3 Series,2019,30547,Semi-Auto,10629,Diesel,145,57.7,2.0
 3 Series,2016,17937,Semi-Auto,46673,Diesel,0,74.3,2.0
 1 Series,2014,22097,Semi-Auto,30954,Petrol,235,37.7,3.0
 1 Series,2015,16247,Semi-Auto,14501,Diesel,0,78.5,1.5
 1 Series,2018,22747,Manual,10374,Diesel,145,49.6,2.0
 1 Series,2016,18847,Manual,24382,Diesel,20,70.6,1.5
 3 Series,2017,24697,Semi-Auto,28332,Hybrid,0,134.5,2.0
 3 Series,2019,26647,Semi-Auto,6160,Petrol,150,44.8,2.0
 3 Series,2019,30287,Semi-Auto,11326,Diesel,145,54.3,2.0
 3 Series,2017,28597,Semi-Auto,21784,Diesel,145,56.5,3.0
 1 Series,2013,9097,Manual,73603,Diesel,30,62.8,2.0
 3 Series,2016,14687,Manual,64308,Diesel,20,68.9,2.0
 X1,2016,25347,Semi-Auto,20153,Diesel,145,55.4,2.0
 3 Series,2017,25347,Semi-Auto,56785,Diesel,145,51.4,3.0
 5 Series,2014,24375,Semi-Auto,34219,Diesel,200,47.9,3.0
 X3,2014,20534,Semi-Auto,63000,Diesel,145,54.3,2.0
 3 Series,2015,18194,Semi-Auto,46316,Petrol,160,46.3,2.0
 X1,2017,23397,Semi-Auto,33534,Diesel,150,55.4,2.0
 3 Series,2016,21184,Manual,16604,Diesel,30,64.2,2.0
 3 Series,2017,23004,Semi-Auto,24909,Diesel,145,62.8,2.0
 1 Series,2018,22097,Manual,19154,Diesel,150,49.6,2.0
 2 Series,2020,39000,Semi-Auto,914,Petrol,145,42.2,1.5
 8 Series,2020,81900,Semi-Auto,3000,Diesel,145,40.4,3.0
 X3,2013,18200,Semi-Auto,47111,Diesel,160,50.4,2.0
 X3,2016,27300,Semi-Auto,24002,Diesel,145,54.3,2.0
 1 Series,2020,28600,Manual,2000,Petrol,145,44.1,1.5
 1 Series,2014,19500,Semi-Auto,38689,Petrol,235,37.7,3.0
 X4,2020,59150,Semi-Auto,1608,Petrol,145,26.9,3.0
 3 Series,2015,22097,Semi-Auto,31915,Diesel,145,53.3,3.0
 4 Series,2017,25347,Semi-Auto,28912,Diesel,145,65.7,2.0
 5 Series,2017,27297,Semi-Auto,21068,Diesel,145,62.8,2.0
 3 Series,2017,23397,Semi-Auto,34118,Diesel,150,60.1,2.0
 3 Series,2016,22747,Semi-Auto,27146,Diesel,150,56.5,3.0
 4 Series,2017,22633,Automatic,37842,Diesel,145,65.7,2.0
 2 Series,2016,24047,Semi-Auto,18245,Diesel,145,55.4,2.0
 3 Series,2018,29897,Semi-Auto,16360,Diesel,145,57.7,2.0
 3 Series,2019,34707,Semi-Auto,8273,Diesel,145,48.7,2.0
 4 Series,2016,19497,Manual,24711,Petrol,160,46.3,2.0
 3 Series,2016,19494,Manual,43400,Diesel,125,58.9,2.0
 3 Series,2019,30547,Semi-Auto,7516,Diesel,145,54.3,2.0
 4 Series,2019,28597,Semi-Auto,17740,Diesel,145,65.7,2.0
 3 Series,2019,35487,Semi-Auto,8319,Diesel,145,48.7,2.0
 3 Series,2019,34447,Semi-Auto,18526,Diesel,145,48.7,2.0
 X5,2016,32497,Automatic,83269,Diesel,200,47.1,3.0
 1 Series,2019,19107,Manual,14847,Diesel,150,72.4,1.5
 X1,2017,23397,Automatic,33358,Diesel,125,60.1,2.0
 1 Series,2018,22747,Semi-Auto,17063,Petrol,145,36.7,2.0
 1 Series,2013,11697,Manual,34750,Diesel,30,65.7,2.0
 X5,2014,36394,Automatic,43946,Diesel,265,42.2,3.0
 X1,2016,25997,Semi-Auto,21621,Diesel,145,55.4,2.0
 5 Series,2018,35747,Semi-Auto,13197,Hybrid,140,156.9,2.0
 3 Series,2015,16247,Semi-Auto,87795,Diesel,125,60.1,2.0
 1 Series,2016,18197,Semi-Auto,50525,Diesel,30,65.7,2.0
 1 Series,2016,17547,Semi-Auto,42001,Diesel,20,68.9,1.5
 1 Series,2014,15597,Manual,20990,Diesel,30,64.2,2.0
 1 Series,2014,14297,Automatic,56379,Petrol,145,48.7,1.6
 3 Series,2015,16247,Manual,50730,Diesel,20,68.9,2.0
 X1,2016,23007,Manual,29018,Diesel,125,58.9,2.0
 3 Series,2013,12997,Semi-Auto,46121,Diesel,30,62.8,2.0
 4 Series,2017,25347,Semi-Auto,16463,Diesel,145,65.7,2.0
 3 Series,2016,22747,Semi-Auto,39239,Hybrid,0,134.5,2.0
 5 Series,2018,31847,Semi-Auto,15032,Diesel,145,68.9,2.0
 X1,2016,24047,Semi-Auto,28813,Diesel,145,55.4,2.0
 3 Series,2019,29897,Semi-Auto,6394,Diesel,150,54.3,2.0
 X5,2019,76567,Semi-Auto,100,Diesel,150,37.7,3.0
 3 Series,2017,27297,Semi-Auto,14997,Diesel,145,51.4,3.0
 2 Series,2016,20147,Semi-Auto,14313,Petrol,125,51.4,1.5
 5 Series,2014,12997,Semi-Auto,82681,Diesel,30,62.8,2.0
 1 Series,2017,16247,Manual,37919,Diesel,20,72.4,1.5
 1 Series,2016,16247,Manual,38276,Diesel,20,70.6,1.5
 3 Series,2017,18847,Manual,21105,Petrol,150,48.7,2.0
 3 Series,2019,35747,Semi-Auto,9091,Diesel,150,52.3,2.0
 2 Series,2017,21447,Semi-Auto,25405,Diesel,150,64.2,2.0
 1 Series,2017,27947,Semi-Auto,23699,Petrol,200,39.8,3.0
 3 Series,2019,28597,Semi-Auto,7237,Diesel,145,60.1,2.0
 3 Series,2019,35097,Semi-Auto,15002,Diesel,145,48.7,2.0
 5 Series,2018,33797,Semi-Auto,19479,Diesel,145,46.3,2.0
 3 Series,2019,29767,Automatic,12249,Diesel,145,62.8,2.0
 1 Series,2019,22747,Automatic,10565,Diesel,145,72.4,1.5
 3 Series,2018,27297,Semi-Auto,28180,Petrol,145,48.7,2.0
 1 Series,2017,20147,Semi-Auto,40228,Diesel,125,60.1,2.0
 5 Series,2015,14885,Manual,60529,Diesel,30,65.7,2.0
 X6,2016,40297,Semi-Auto,26782,Diesel,200,44.8,3.0
 X2,2019,28597,Manual,5687,Petrol,150,41.5,1.5
 6 Series,2015,22747,Semi-Auto,51412,Diesel,160,49.6,3.0
 3 Series,2016,24697,Semi-Auto,28762,Diesel,160,51.4,3.0
 1 Series,2016,19497,Automatic,30300,Diesel,30,65.7,2.0
 i3,2017,25997,Automatic,41949,Hybrid,140,470.8,0.0
 3 Series,2017,20797,Semi-Auto,16943,Petrol,150,51.4,2.0
 3 Series,2017,19497,Manual,13309,Petrol,150,48.7,2.0
 3 Series,2019,34447,Semi-Auto,7098,Petrol,150,41.5,2.0
 4 Series,2019,41467,Semi-Auto,4125,Diesel,145,50.4,3.0
 M4,2016,38997,Semi-Auto,26363,Petrol,305,34.0,3.0
 2 Series,2016,25999,Semi-Auto,29139,Petrol,205,39.8,3.0
 3 Series,2016,23397,Semi-Auto,44888,Diesel,160,51.4,3.0
 3 Series,2016,24697,Semi-Auto,19125,Diesel,150,53.3,3.0
 2 Series,2017,20797,Manual,12248,Petrol,125,53.3,1.5
 2 Series,2015,12607,Manual,60891,Diesel,20,68.9,2.0
 2 Series,2018,24047,Semi-Auto,7202,Petrol,145,38.2,2.0
 5 Series,2017,29247,Semi-Auto,19864,Diesel,145,65.7,2.0
 3 Series,2016,18847,Semi-Auto,58872,Diesel,30,67.3,2.0
 X1,2017,25821,Semi-Auto,11000,Diesel,150,55.4,2.0
 X7,2019,89567,Automatic,5203,Petrol,145,24.8,3.0
 5 Series,2016,25997,Semi-Auto,16555,Diesel,160,51.4,2.0
 3 Series,2017,29897,Semi-Auto,19505,Diesel,145,51.4,3.0
 X3,2019,46797,Semi-Auto,2451,Diesel,145,54.3,2.0
 7 Series,2019,63567,Semi-Auto,17501,Diesel,145,41.5,3.0
 X2,2019,32497,Manual,4174,Diesel,145,48.7,2.0
 5 Series,2019,34967,Semi-Auto,4917,Diesel,145,65.7,2.0
 1 Series,2019,28467,Manual,4100,Petrol,150,41.5,1.5
 4 Series,2016,24050,Semi-Auto,22566,Diesel,145,55.4,3.0
 1 Series,2015,21208,Manual,17846,Petrol,300,35.3,3.0
 3 Series,2019,38997,Semi-Auto,10171,Petrol,145,41.5,2.0
 5 Series,2017,33147,Semi-Auto,20279,Hybrid,135,156.9,2.0
 X5,2016,46147,Automatic,14626,Diesel,235,42.8,3.0
 3 Series,2019,35747,Semi-Auto,14793,Diesel,145,48.7,2.0
 X1,2016,24697,Semi-Auto,20259,Diesel,145,55.4,2.0
 3 Series,2017,28467,Semi-Auto,10305,Diesel,145,56.5,3.0
 1 Series,2016,16247,Manual,22103,Diesel,20,72.4,1.5
 3 Series,2016,22097,Semi-Auto,44600,Diesel,145,56.5,3.0
 X1,2017,27947,Semi-Auto,19682,Petrol,160,44.8,2.0
 1 Series,2017,18197,Manual,33094,Diesel,20,72.4,1.5
 3 Series,2019,46797,Semi-Auto,9632,Diesel,145,49.6,2.0
 3 Series,2016,16835,Semi-Auto,44635,Diesel,0,74.3,2.0
 3 Series,2017,19665,Semi-Auto,26630,Petrol,125,51.4,2.0
 3 Series,2014,14911,Semi-Auto,49500,Diesel,30,62.8,2.0
 4 Series,2014,18188,Manual,22908,Diesel,125,58.9,2.0
 3 Series,2016,25087,Semi-Auto,32382,Diesel,200,49.6,3.0
 4 Series,2019,28597,Semi-Auto,16616,Diesel,145,65.7,2.0
 3 Series,2016,24697,Automatic,24709,Diesel,145,53.3,3.0
 4 Series,2016,24047,Semi-Auto,36435,Diesel,165,52.3,3.0
 3 Series,2016,17937,Semi-Auto,34860,Petrol,125,54.3,1.5
 5 Series,2016,23397,Automatic,28695,Diesel,145,53.3,3.0
 X1,2016,25997,Automatic,13085,Diesel,145,55.4,2.0
 3 Series,2018,25997,Semi-Auto,16159,Petrol,145,48.7,2.0
 4 Series,2017,23397,Automatic,43111,Diesel,145,65.7,2.0
 4 Series,2017,28597,Automatic,13941,Petrol,145,48.7,2.0
 4 Series,2017,25997,Semi-Auto,13273,Diesel,145,65.7,2.0
 5 Series,2018,33797,Semi-Auto,24141,Hybrid,140,156.9,2.0
 X4,2019,44197,Semi-Auto,9064,Diesel,150,42.8,2.0
 5 Series,2018,37697,Semi-Auto,26471,Petrol,150,39.2,3.0
 5 Series,2019,36267,Semi-Auto,11871,Diesel,150,62.8,2.0
 5 Series,2017,29897,Semi-Auto,20033,Diesel,150,65.7,2.0
 1 Series,2020,38997,Semi-Auto,934,Diesel,150,48.7,2.0
 4 Series,2019,32497,Semi-Auto,3214,Diesel,150,65.7,2.0
 3 Series,2019,28597,Semi-Auto,11300,Diesel,150,55.4,2.0
 4 Series,2018,27297,Semi-Auto,23358,Diesel,145,65.7,2.0
 3 Series,2016,18197,Semi-Auto,66362,Diesel,30,62.8,2.0
 4 Series,2018,28597,Semi-Auto,15600,Diesel,145,65.7,2.0
 3 Series,2018,21178,Semi-Auto,25329,Petrol,145,51.4,1.5
 3 Series,2014,15458,Semi-Auto,54335,Diesel,30,62.8,2.0
 1 Series,2015,14288,Semi-Auto,45000,Diesel,20,72.4,1.5
 3 Series,2017,22747,Automatic,58080,Hybrid,0,134.5,2.0
 4 Series,2017,25997,Semi-Auto,8333,Petrol,145,48.7,2.0
 5 Series,2016,22747,Semi-Auto,19218,Diesel,30,62.8,2.0
 X1,2016,24436,Automatic,13505,Diesel,125,57.6,2.0
 3 Series,2016,21771,Semi-Auto,25513,Diesel,145,56.5,3.0
 3 Series,2017,24761,Automatic,16844,Diesel,145,56.5,3.0
 3 Series,2017,18265,Manual,20829,Petrol,145,48.7,2.0
 5 Series,2016,18188,Semi-Auto,44002,Diesel,20,68.9,2.0
 1 Series,2016,19488,Manual,7000,Diesel,30,65.7,2.0
 1 Series,2016,17538,Manual,24000,Diesel,30,65.7,2.0
 1 Series,2017,16238,Manual,19167,Diesel,20,68.9,2.0
 2 Series,2015,15183,Manual,46200,Petrol,30,54.3,1.5
 3 Series,2013,13221,Manual,49102,Diesel,125,57.6,2.0
 2 Series,2017,20475,Semi-Auto,18652,Diesel,145,65.7,2.0
 1 Series,2016,18064,Semi-Auto,31453,Diesel,20,67.3,2.0
 1 Series,2018,17284,Manual,18712,Diesel,145,50.4,2.0
 5 Series,2015,22100,Semi-Auto,40750,Diesel,160,50.4,3.0
 3 Series,2015,16900,Manual,61443,Petrol,200,39.8,2.0
 2 Series,2018,22097,Manual,5898,Petrol,145,42.2,1.5
 2 Series,2015,24697,Semi-Auto,24859,Petrol,260,37.2,3.0
 2 Series,2019,22097,Manual,3935,Petrol,150,40.9,1.5
 3 Series,2017,24694,Semi-Auto,23505,Diesel,145,64.2,2.0
 2 Series,2014,15599,Manual,31289,Diesel,30,62.8,2.0
 2 Series,2014,15599,Manual,31289,Diesel,30,62.8,2.0
 2 Series,2018,22747,Semi-Auto,5346,Petrol,145,39.8,1.5
 X1,2017,24697,Semi-Auto,32217,Diesel,145,55.4,2.0
 3 Series,2014,16897,Manual,31826,Diesel,125,57.6,2.0
 X4,2016,27297,Semi-Auto,62862,Diesel,205,47.9,3.0
 3 Series,2017,18847,Semi-Auto,38328,Petrol,150,51.4,2.0
 5 Series,2018,33797,Semi-Auto,30810,Diesel,150,60.1,3.0
 1 Series,2019,25347,Semi-Auto,9739,Diesel,145,67.3,2.0
 X1,2017,24697,Semi-Auto,28686,Diesel,125,57.6,2.0
 2 Series,2018,19497,Manual,20001,Petrol,150,50.4,1.5
 8 Series,2019,90867,Automatic,4075,Petrol,145,26.7,3.0
 3 Series,2019,38997,Semi-Auto,8765,Petrol,145,41.5,2.0
 8 Series,2019,110367,Semi-Auto,3185,Petrol,145,24.4,4.4
 M4,2019,58367,Semi-Auto,8124,Petrol,145,34.0,3.0
 X5,2016,42897,Automatic,12525,Diesel,200,47.1,3.0
 5 Series,2019,40297,Semi-Auto,11675,Diesel,145,56.5,3.0
 2 Series,2018,23397,Semi-Auto,5877,Petrol,145,40.9,1.5
 3 Series,2019,33667,Semi-Auto,11917,Diesel,150,52.3,2.0
 3 Series,2019,37567,Semi-Auto,1250,Petrol,145,42.2,2.0
 3 Series,2017,25867,Semi-Auto,40238,Diesel,145,53.3,3.0
 5 Series,2017,31067,Semi-Auto,11896,Diesel,30,65.7,2.0
 1 Series,2017,22747,Semi-Auto,17640,Diesel,145,65.7,2.0
 2 Series,2016,16247,Manual,16793,Petrol,30,57.6,1.5
 3 Series,2017,23397,Semi-Auto,32000,Diesel,145,62.8,2.0
 7 Series,2018,33797,Semi-Auto,22892,Petrol,145,41.5,3.0
 8 Series,2019,88267,Semi-Auto,7903,Diesel,145,38.2,3.0
 1 Series,2017,26647,Semi-Auto,16875,Petrol,145,39.8,3.0
 4 Series,2019,28597,Semi-Auto,11032,Diesel,145,65.7,2.0
 1 Series,2018,20147,Manual,5953,Petrol,150,53.3,1.5
 1 Series,2017,17807,Semi-Auto,12102,Diesel,0,78.5,1.5
 5 Series,2017,31197,Semi-Auto,13970,Diesel,145,65.7,2.0
 6 Series,2016,29637,Semi-Auto,19366,Petrol,260,36.7,3.0
 M4,2018,47447,Semi-Auto,7732,Petrol,145,34.0,3.0
 X1,2017,25347,Semi-Auto,18798,Diesel,145,55.4,2.0
 2 Series,2017,20797,Semi-Auto,30330,Diesel,145,64.2,2.0
 4 Series,2018,25347,Semi-Auto,27198,Diesel,145,65.7,2.0
 1 Series,2017,18847,Manual,28831,Diesel,145,65.7,2.0
 X1,2014,12997,Semi-Auto,68647,Diesel,160,52.3,2.0
 1 Series,2017,26325,Semi-Auto,20336,Petrol,200,39.8,3.0
 6 Series,2016,24358,Automatic,37868,Diesel,160,51.4,3.0
 3 Series,2017,26647,Automatic,17521,Diesel,145,53.3,3.0
 3 Series,2016,22487,Semi-Auto,27985,Hybrid,0,134.5,2.0
 1 Series,2014,12298,Manual,53872,Diesel,30,65.7,2.0
 3 Series,2013,14105,Automatic,73271,Diesel,145,55.4,3.0
 X5,2015,30538,Automatic,43271,Diesel,205,47.9,2.0
 2 Series,2018,21837,Manual,14534,Diesel,145,57.7,1.5
 3 Series,2019,30547,Automatic,9117,Diesel,145,54.3,2.0
 5 Series,2016,22747,Semi-Auto,29823,Diesel,160,51.4,3.0
 1 Series,2015,15535,Semi-Auto,67500,Diesel,20,67.3,2.0
 X4,2016,28594,Automatic,38900,Diesel,145,54.3,2.0
 1 Series,2016,18135,Semi-Auto,40000,Diesel,20,67.3,2.0
 3 Series,2015,19754,Semi-Auto,56000,Diesel,145,56.5,2.0
 5 Series,2014,20144,Semi-Auto,51565,Diesel,160,51.4,2.0
 X2,2019,31057,Semi-Auto,5743,Petrol,145,38.7,2.0
 1 Series,2016,14947,Manual,68985,Diesel,20,68.9,2.0
 3 Series,2018,22747,Semi-Auto,16149,Petrol,145,51.4,1.5
 M2,2019,63567,Semi-Auto,25,Petrol,145,29.1,3.0
 5 Series,2017,31847,Semi-Auto,20657,Diesel,145,60.1,2.0
 X1,2016,22097,Manual,13612,Diesel,125,60.1,2.0
 X5,2019,76567,Semi-Auto,10,Diesel,145,37.7,3.0
 X4,2020,57067,Semi-Auto,2679,Petrol,145,26.9,3.0
 1 Series,2016,24697,Manual,24997,Petrol,260,36.2,3.0
 X5,2019,64997,Semi-Auto,7101,Diesel,145,37.7,3.0
 2 Series,2015,25867,Semi-Auto,11711,Petrol,260,37.2,3.0
 5 Series,2017,31067,Semi-Auto,46954,Diesel,145,60.1,3.0
 M4,2019,59667,Semi-Auto,25,Petrol,145,34.0,3.0
